Dates,Last 10 Year Average (Flow in cumecs),Last Year (Flow in cumecs),Current Year (Flow in cumecs),Level (m)
"06-May-1991",194.50307999999998,247.7199,126.8,25.41
"07-May-1991",194.17901899999998,210.1,204.7,25.64
"08-May-1991",211.41434999999998,182,169,25.52
"09-May-1991",196.77893000000003,155.7413,143.6,25.5
"10-May-1991",208.24566300000004,160.4502,179.7,25.55
"11-May-1991",334.2623,1336.293,188.5,25.58
"12-May-1991",384.17034,1954.389,193.598,25.63
"13-May-1991",311.36749929999996,1514.293,123.7,25.39
"14-May-1991",303.14607,1327.774,117,25.32
"15-May-1991",233.18657099999996,717.6582,112.8,25.31
"16-May-1991",216.31700999999998,644.7,143.4,25.46
"17-May-1991",213.59011,518.2,176.5,25.56
"18-May-1991",209.63160899999997,431.7,123.8,25.4
"19-May-1991",198.608637,380.2,125.3919,25.34
"20-May-1991",185.623488,390.5895,121,25.4
"21-May-1991",172.64099500000003,281,106.8,25.31
"22-May-1991",169.49951299999998,235.8,96.30013,25.19
"23-May-1991",183.27278,144.9,85.42,25.15
"24-May-1991",192.703781,124.2,120.7,25.37
"25-May-1991",173.08421800000002,112.3,118.9,25.36
"26-May-1991",166.71964699999998,82.7,147.1102,25.44
"27-May-1991",189.079768,83.31128,179.3,25.55
"28-May-1991",165.77844,100.9,107.4394,25.25
"29-May-1991",163.492249,119.7,209.7198,25.69
"30-May-1991",176.36524,111.3029,206.9848,25.68
"31-May-1991",168.888426,64.07661,112.6,25.29
"01-Jun-1991",179.03155999999998,115.1,108.3,25.25
"02-Jun-1991",198.20649999999998,93,102.7857,25.28
"03-Jun-1991",169.72229599999997,50.32586,115.7,25.31
"04-Jun-1991",161.24373,46.14,108.9,25.27
"05-Jun-1991",162.59906999999998,67.58,91.18,25.13
"06-Jun-1991",152.393,53.79,100.4,25.2
"07-Jun-1991",153.01252090000003,131.8,51.79,24.94
"08-Jun-1991",179.8370709,244.5,31.32,24.8
"09-Jun-1991",178.13624399999998,198.5,39.89314,24.84
"10-Jun-1991",175.95013,121.2725,36.53,24.82
"11-Jun-1991",161.931306,62.44316,57.78,24.98
"12-Jun-1991",170.43260000000004,167.6,163.9,25.56
"13-Jun-1991",184.53118,194.915,258.4,25.97
"14-Jun-1991",213.55888,276.448,569.9,26.84
"15-Jun-1991",190.79856,211.095,598.1,26.91
"16-Jun-1991",249.21633999999995,781.674,514.2462,26.7
"17-Jun-1991",267.0071700000001,684.4683,612.1,26.94
"18-Jun-1991",283.99859000000004,495.7,635.7,26.99
"19-Jun-1991",305.81001,579.4,620.9,26.96
"20-Jun-1991",325.86679999999996,810.3,453.5,26.57
"21-Jun-1991",285.11061,471.1,300.3,26.14
"22-Jun-1991",330.72251,551.3,495.2,26.66
"23-Jun-1991",351.45202,376.3,728.6036,27.18
"24-Jun-1991",305.62097000000006,475.9221,547.5,26.79
"25-Jun-1991",289.22650000000004,170,580.7,26.86
"26-Jun-1991",310.23526,121.8,568.2,26.84
"27-Jun-1991",328.00116999999995,228.1,441.3,26.53
"28-Jun-1991",315.59805,140.5,250.4998,25.93
"29-Jun-1991",389.45215,544.7,410.6235,26.43
"30-Jun-1991",412.02438000000006,655.2,385.7323,26.36
"01-Jul-1991",399.32535000000007,528.7515,452.6,26.57
"02-Jul-1991",452.18601,644.4,483.2,26.64
"03-Jul-1991",456.64757999999995,580.8,467.1,26.6
"04-Jul-1991",400.44300999999996,475.9221,280.3,26.07
"05-Jul-1991",420.98012,484.8,203.1,25.75
"06-Jul-1991",435.53148999999996,736.8,287.6,26.02
"07-Jul-1991",486.41920999999996,696.2,621.0506,26.95
"08-Jul-1991",474.1868999999999,743.0425,402.4,26.44
"09-Jul-1991",525.81117,804.3,667.1,27.06
"10-Jul-1991",594.9643900000001,805.6,1045.625,27.77
"11-Jul-1991",575.93415,783.5,955.3,27.65
"12-Jul-1991",481.77242,364.256,718.2,27.17
"13-Jul-1991",486.57021000000003,335.8,586.6,26.89
"14-Jul-1991",500.51111,169.492,753.1686,27.23
"15-Jul-1991",559.002,541.2,689.4,27.11
"16-Jul-1991",566.55462,487.9,875.5,27.48
"17-Jul-1991",637.7298599999999,440.1,1050,27.75
"18-Jul-1991",612.73158,281.3,1076,27.8
"19-Jul-1991",577.14773,512.8,1057,27.77
"20-Jul-1991",553.88521,426.6,1031,27.72
"21-Jul-1991",579.6568500000001,543,993.417,27.68
"22-Jul-1991",629.3846,504,920.1,27.56
"23-Jul-1991",778.6496,757.6,914.9653,27.54
"24-Jul-1991",2245.2834100000005,563.4,8566.258,34.23
"25-Jul-1991",1418.1939600000003,612,6425.198,32.92
"26-Jul-1991",1011.2146399999999,726.6,4120.21,31.22
"27-Jul-1991",978.3947600000001,735.8,4096.242,31.2
"28-Jul-1991",949.3783299999999,789.3,4192.549,31.28
"29-Jul-1991",1024.7019699999998,960.2,4551.441,31.57
"30-Jul-1991",1083.61434,924.8,4704.438,31.69
"31-Jul-1991",1347.0320000000002,774.8,7269.021,33.46
"01-Aug-1991",1519.0383600000002,702.7,9542.297,34.77
"02-Aug-1991",1776.31744,914.4,11638.77,35.84
"03-Aug-1991",1871.52456,857.9,12692.86,36.34
"04-Aug-1991",1751.7060099999997,821.4,11638.77,35.84
"05-Aug-1991",1935.2857600000002,972.2,11762.74,35.9
"06-Aug-1991",1870.5355900000004,899,11908.25,35.97
"07-Aug-1991",1695.50091,1176,9339.026,34.66
"08-Aug-1991",1400.5907499999998,491.7,5863.809,32.54
"09-Aug-1991",1256.2283900000002,412.8,4241.141,31.32
"10-Aug-1991",1536.2100899999998,899.1,2980.132,30.19
"11-Aug-1991",1887.0277,863.1,3745.454,30.9
"12-Aug-1991",1566.3346500000002,676.6,4060.427,31.17
"13-Aug-1991",1835.0786500000002,488.8,2939.718,30.15
"14-Aug-1991",2023.8937999999998,690.1,2532.668,29.73
"15-Aug-1991",1763.92518,971.8672,2165.663,29.32
"16-Aug-1991",1743.0172599999999,773,2148.523,29.3
"17-Aug-1991",1985.9424800000002,1058,3238,30.41
"18-Aug-1991",3782.73555,14010,5081,31.9
"19-Aug-1991",3977.8000999999995,14760.47,8331,34.14
"20-Aug-1991",4180.130090000001,13475.28,8806,34.42
"21-Aug-1991",4257.893999999998,11046.74,8204,34.06
"22-Aug-1991",4643.228000000001,15091.68,8290,34.12
"23-Aug-1991",4852.59756,13870.09,7893,33.87
"24-Aug-1991",4764.349480000001,15539.5,6237,32.75
"25-Aug-1991",3887.9426599999997,12402.51,3665.951,30.83
"26-Aug-1991",3969.462,13371.03,4388,31.38
"27-Aug-1991",3499.4457500000003,11140.77,4939,31.8
"28-Aug-1991",3259.66999,8711.133,4936,31.8
"29-Aug-1991",3834.1220999999996,10400.6,4918,31.78
"30-Aug-1991",3110.4135599999995,9907.666,4896,31.77
"31-Aug-1991",3091.92022,8690.518,4613,31.53
"01-Sep-1991",2650.272,5614.92,3245,30.45
"02-Sep-1991",2320.9118900000003,3766.157,2429,29.63
"03-Sep-1991",2010.48658,1662.551,1528,28.49
"04-Sep-1991",1771.52056,1189,1137,27.92
"05-Sep-1991",1664.74084,1003,1105,27.86
"06-Sep-1991",1622.6487599999998,1546.974,1097,27.85
"07-Sep-1991",1461.32488,3118.076,1111,27.88
"08-Sep-1991",1378.11391,3925.149,1081.205,27.83
"09-Sep-1991",1206.95392,3298.238,1095,27.84
"10-Sep-1991",1242.13809,4281.866,1094,27.84
"11-Sep-1991",1652.066,5517.807,1081.205,27.83
"12-Sep-1991",1590.2153,5154.022,953,27.58
"13-Sep-1991",1404.7291500000001,2807.536,714.4,27.17
"14-Sep-1991",1038.2656399999998,1514.779,631.5,26.98
"15-Sep-1991",1157.78069,1443.677,506.1546,26.68
"16-Sep-1991",1223.72745,1382.025,414.9,26.47
"17-Sep-1991",1562.81277,1234.24,337.9,26.28
"18-Sep-1991",1986.4005200000001,1286,339.8,26.29
"19-Sep-1991",2017.16413,1490.872,443,26.54
"20-Sep-1991",2231.9309,1475.048,703,27.13
"21-Sep-1991",2130.5239400000005,1281,1269,28.04
"22-Sep-1991",2696.67425,1196,8128,33.98
"23-Sep-1991",2360.06097,1149.896,4966,31.81
"24-Sep-1991",2282.8052799999996,1019,2469,29.64
"25-Sep-1991",2376.6900000000005,842.3,1219,28.06
"26-Sep-1991",2436.1601,815.7,1069,27.8
"27-Sep-1991",2814.4578,901.1,936.7,27.57
"28-Sep-1991",2875.72811,965.6,740.4,27.23
"29-Sep-1991",3463.77963,827.1268,699.6837,27.12
"30-Sep-1991",3010.5133999999994,580.6,431.5,26.52
"01-Oct-1991",2717.1824699999997,482.2,351.6,26.31
"02-Oct-1991",3312.3682300000005,4033.119,612.1207,26.93
"03-Oct-1991",2597.3194,2180.04,448.2,26.56
"04-Oct-1991",1855.44144,2083.758,662.3,27.05
"05-Oct-1991",1450.74559,1654.146,663.3,27.05
"06-Oct-1991",2527.6609699999995,2349.134,652.8381,27.02
"07-Oct-1991",2016.9394700000003,1907.287,590.4,26.89
"08-Oct-1991",1339.7580099999998,1101,654.7,27.04
"09-Oct-1991",1011.90633,988.1,750.9,27.25
"10-Oct-1991",1020.4583100000001,1345,765.6,27.28
"11-Oct-1991",969.3413399999998,1871.211,676.4,27.08
"12-Oct-1991",863.69185,1765.212,601.2,26.91
"13-Oct-1991",795.28791,1435.89,607.6797,26.92
"14-Oct-1991",770.42259,1459.318,531,26.75
"15-Oct-1991",810.68611,1662.551,612.1207,26.93
"16-Oct-1991",911.03868,3384.192,666.7147,27.05
"17-Oct-1991",1013.15517,4984.777,607.6797,26.92
"18-Oct-1991",902.56799,3509.06,555.7104,26.8
"19-Oct-1991",819.4364099999998,2170.305,514.2462,26.7
"20-Oct-1991",935.7943400000001,1514.779,534.7695,26.75
"21-Oct-1991",775.57456,1382.025,592.4,26.9
"22-Oct-1991",658.00373,1023,591.7,26.89
"23-Oct-1991",611.8711699999999,796.6,522,26.73
"24-Oct-1991",606.55765,454.9,493.2,26.66
"25-Oct-1991",626.0776,924.8,444.3,26.55
"26-Oct-1991",665.99409,1224,475.2,26.62
"27-Oct-1991",667.62706,950.9,482.2782,26.62
"28-Oct-1991",668.85681,916.1091,494.6,26.66
"29-Oct-1991",653.0452799999999,640.8,574.3,26.85
"30-Oct-1991",601.07081,549.8,608.8,26.93
"31-Oct-1991",591.91259,833.9,522.8,26.73
"01-Nov-1991",643.73623,1782.647,530.631,26.74
"02-Nov-1991",642.0937200000001,1687.904,707.8,27.13
"03-Nov-1991",637.58232,1907.287,498.1291,26.66
"04-Nov-1991",608.25221,1604.199,433.8,26.48
"05-Nov-1991",702.93298,734.4,443.8174,26.52
"06-Nov-1991",590.05956,611,315.9063,26.15
"07-Nov-1991",508.14892999999995,576.3,258.9545,25.96
"08-Nov-1991",506.50118,625.7,331.874,26.2
"09-Nov-1991",486.98186999999996,975.5,389.2386,26.37
"10-Nov-1991",470.82206999999994,748.4957,309.6337,26.13
"11-Nov-1991",426.57014999999996,694.9249,301.8,26.17
"12-Nov-1991",432.17857,518.4,431.2,26.45
"13-Nov-1991",431.41494000000006,449.6,353.3,26.26
"14-Nov-1991",592.32634,352.9,312.2,26.14
"15-Nov-1991",474.36105000000003,355.4,322.8,26.22
"16-Nov-1991",462.65281999999996,543.1,367.9,26.26
"17-Nov-1991",482.92649,741.2,551.4885,26.79
"18-Nov-1991",488.24394,726.8092,420,26.47
"19-Nov-1991",400.68051,480.2,357.3,26.27
"20-Nov-1991",374.52212000000003,610,308.7,26.15
"21-Nov-1991",380.46727,541.1,325.4381,26.18
"22-Nov-1991",354.90609,523.7,408.6,26.33
"23-Nov-1991",368.4266999999999,610.6,468.7,26.57
"24-Nov-1991",371.92322,573.9,510.1917,26.69
"25-Nov-1991",382.01145999999994,556.2973,422.1,26.35
"26-Nov-1991",361.36105,531.8,428.7,26.4
"27-Nov-1991",389.67720999999995,531.2,586,26.79
"28-Nov-1991",354.23605000000003,449.7,501.2,26.59
"29-Nov-1991",323.2335,334.2,510.8,26.61
"30-Nov-1991",309.96743999999995,329.6,446.3,26.49
"01-Dec-1991",333.11247999999995,457.4,478.3571,26.61
"02-Dec-1991",316.44461,471.6552,402,26.32
"03-Dec-1991",294.69327000000004,329.7,423.3,26.37
"04-Dec-1991",327.40159,454.6,514.7,26.61
"05-Dec-1991",333.79177000000004,485,367.3,26.32
"06-Dec-1991",308.37036,433.7,418,26.38
"07-Dec-1991",321.2788300000001,351.1,507.3,26.68
"08-Dec-1991",325.04856000000007,430.128,494.1413,26.65
"09-Dec-1991",339.88179,406.202,550,26.75
"10-Dec-1991",324.50424999999996,296.4,491.3,26.57
"11-Dec-1991",329.90825,439.7,444.7,26.57
"12-Dec-1991",347.32797999999997,530.2,441.3,26.5
"13-Dec-1991",312.906127,609.7,297.3,26.12
"14-Dec-1991",350.18898,683.7,389.2386,26.37
"15-Dec-1991",349.83016000000003,589.3,455.1812,26.55
"16-Dec-1991",334.70829000000003,519.7374,272.7,26.08
"17-Dec-1991",280.44557000000003,444.4,348.2526,26.25
"18-Dec-1991",272.504056,381.8,455.1812,26.55
"19-Dec-1991",303.25953300000003,526.9,462.8402,26.57
"20-Dec-1991",289.5383330000001,546.1,543.0951,26.77
"21-Dec-1991",306.862325,522.6,641.3,27.01
"22-Dec-1991",297.77831999999995,467.4,590.0881,26.88
"23-Dec-1991",328.46481,463.1836,498,26.65
"24-Dec-1991",300.71020999999996,438.2674,410.6235,26.43
"25-Dec-1991",281.08239,463.1836,482.2782,26.62
"26-Dec-1991",277.1257,480.2098,389.2386,26.37
"27-Dec-1991",262.42832999999996,463.1836,128.9254,25.42
"28-Dec-1991",296.65229,524.8,385.7323,26.36
"29-Dec-1991",285.23292,548.3,389.2386,26.37
"30-Dec-1991",300.70205,537.8497,461.3,26.42
"31-Dec-1991",356.52505,714,399.8567,26.4
"01-Jan-1992",278.56423,469.5,290.7,26.05
"02-Jan-1992",263.56280999999996,391.7,407.0173,26.42
"03-Jan-1992",282.24614,479.7,385.7323,26.36
"04-Jan-1992",272.90616,409.4,309.6337,26.13
"05-Jan-1992",284.89840000000004,427.8,315.9063,26.15
"06-Jan-1992",260.39293,501.9603,284,26.08
"07-Jan-1992",254.07725000000002,540.3,214.7,25.88
"08-Jan-1992",249.48877,538.8,202.8281,25.75
"09-Jan-1992",278.58653,665.2,236.7321,25.88
"10-Jan-1992",308.6040899999999,657.2,228.6657,25.85
"11-Jan-1992",278.77258,459.8,221.3,25.86
"12-Jan-1992",271.99980000000005,493.1981,220.7453,25.82
"13-Jan-1992",281.77697,467.4098,203.3,25.8
"14-Jan-1992",269.94514,458.9798,202.8281,25.75
"15-Jan-1992",235.42307,448.8,190.5124,25.7
"16-Jan-1992",198.70186,384.1,174,25.65
"17-Jan-1992",221.37044999999998,394.4,178,25.7
"18-Jan-1992",263.78366,714.5,186,25.7
"19-Jan-1992",276.14161,628.4875,210.41,25.78
"20-Jan-1992",241.879335,565.6479,192.7,25.73
"21-Jan-1992",227.89685300000002,384,186.7,25.7
"22-Jan-1992",251.39871100000002,395.3,210.7,25.8
"23-Jan-1992",304.08311999999995,443.2,245.3,25.96
"24-Jan-1992",315.13769,557.8,188.7,25.7
"25-Jan-1992",353.57476,702,406.7,26.53
"26-Jan-1992",319.78164000000004,565.6479,375.313,26.33
"27-Jan-1992",251.53950999999998,501.9603,130.911,25.43
"28-Jan-1992",269.83783,459.2,358.7,26.25
"29-Jan-1992",323.76994,455.9,432.7,26.5
"30-Jan-1992",346.78668999999996,535.2,384.7,26.37
"31-Jan-1992",337.93995,801.3,426.7,26.49
"01-Feb-1992",337.58639999999997,844.3,294,26.2
"02-Feb-1992",287.48492500000003,630.3,228.6657,25.85
"03-Feb-1992",304.96839,732.1987,134.929,25.45
"04-Feb-1992",352.01252,1013,254.7,25.88
"05-Feb-1992",334.29215999999997,828.9,464,26.43
"06-Feb-1992",332.7503,706.7,508.7,26.63
"07-Feb-1992",287.02114,441.2,464.7,26.6
"08-Feb-1992",276.20761,442,463.3,26.6
"09-Feb-1992",284.96360000000004,519.7374,590.0881,26.88
"10-Feb-1992",328.53619000000003,565.6479,423.3,26.48
"11-Feb-1992",329.602042,601.2,619.3,26.9
"12-Feb-1992",354.86614999999995,635.9,470.7,26.56
"13-Feb-1992",310.6676099999999,729.4,344.7,26.24
"14-Feb-1992",301.83905,568.5,452.7,26.6
"15-Feb-1992",271.71682,519.9,376.7,26.43
"16-Feb-1992",284.364062,683.8,315.9063,26.15
"17-Feb-1992",308.52532,710.7698,407.0173,26.42
"18-Feb-1992",328.69737000000003,695.4,394,26.43
"19-Feb-1992",341.49401,840.6,344.7,26.26
"20-Feb-1992",357.6741,845.9,372,26.36
"21-Feb-1992",338.21133,705,364.7,26.3
"22-Feb-1992",342.52589,639.4,406,26.45
"23-Feb-1992",352.09728899999993,700.5,451.3766,26.54
"24-Feb-1992",330.78811,710.7698,425.3,26.48
"25-Feb-1992",311.929191,679,392,26.39
"26-Feb-1992",331.61310000000003,738.5,442,26.54
"27-Feb-1992",328.52016000000003,619.6,432.6038,26.49
"28-Feb-1992",330.98627,649.3,365.0416,26.3
"29-Feb-1992",336.88211,649.3,424,26.56
"01-Mar-1992",340.2467,698,396.3008,26.39
"02-Mar-1992",304.56008,472.9,428,26.49
"03-Mar-1992",350.13131,603.8947,523.3,26.7
"04-Mar-1992",369.78035,684.4683,526.5099,26.73
"05-Mar-1992",348.15819,764.2,534.7695,26.75
"06-Mar-1992",326.30431,584.602,436,26.51
"07-Mar-1992",324.45002999999997,617.8,430,26.5
"08-Mar-1992",348.55963999999994,722.5,414.2449,26.44
"09-Mar-1992",347.63177099999996,681.6,398,26.41
"10-Mar-1992",381.4001999999999,633.4701,472.7,26.52
"11-Mar-1992",387.796445,626.5,548.7,26.83
"12-Mar-1992",376.82373,683.9,430.7,26.57
"13-Mar-1992",365.35984999999994,584.8,339.3,26.33
"14-Mar-1992",397.79691,547.8,395.3,26.37
"15-Mar-1992",390.3109999999999,614.8,478.3571,26.61
"16-Mar-1992",368.08986000000004,472.9,515.3,26.69
"17-Mar-1992",424.10734999999994,850.3742,590,26.72
"18-Mar-1992",431.77955000000003,763.9,686,26.99
"19-Mar-1992",420.38396,739.9,619.3,27.04
"20-Mar-1992",406.41213000000005,730,446,26.54
"21-Mar-1992",387.83919,667,516.7,26.67
"22-Mar-1992",385.545251,715.2,514.2462,26.7
"23-Mar-1992",361.68973500000004,686.1,538,26.76
"24-Mar-1992",346.14138,603.8947,386.7,26.46
"25-Mar-1992",358.55116,802.1,284.7,26.16
"26-Mar-1992",360.89779000000004,695.7,556.7,26.72
"27-Mar-1992",368.11788,614.4,408.7,26.38
"28-Mar-1992",361.55965999999995,716.0947,535.3,26.56
"29-Mar-1992",322.25733999999994,663.8122,598.8507,26.9
"30-Mar-1992",335.197,821.3691,532,26.76
"31-Mar-1992",332.729565,663.8122,578.7,26.76
"01-Apr-1992",338.64889,734.2,499.3,26.71
"02-Apr-1992",379.93654000000004,716.0947,690.7,27.07
"03-Apr-1992",378.84343999999993,804.2266,689.3,27.07
"04-Apr-1992",354.20682999999997,579.8322,652.8381,27.02
"05-Apr-1992",361.519361,638.4739,474.4527,26.6
"06-Apr-1992",377.30249,613.6685,507.3,26.74
"07-Apr-1992",362.63850999999994,623.5263,571.3,26.79
"08-Apr-1992",360.25957999999997,615.3,680,27.06
"09-Apr-1992",352.46496800000006,623.5263,620,26.96
"10-Apr-1992",365.76465999999994,603.8947,636,26.96
"11-Apr-1992",323.75674,554.3,448.7,26.58
"12-Apr-1992",325.63367000000005,618.5863,466.6946,26.58
"13-Apr-1992",340.87266,792.9078,480.7,26.6
"14-Apr-1992",341.4882,770.5286,514.2462,26.7
"15-Apr-1992",332.11438,679.2,676.0502,27.07
"16-Apr-1992",306.91775,429.5,625.5412,26.96
"17-Apr-1992",349.22345,537.8497,728.6036,27.18
"18-Apr-1992",328.428628,444.6,577.0703,26.85
"19-Apr-1992",302.249311,430.127,639.1142,26.99
"20-Apr-1992",280.484136,416.081,437.3,26.57
"21-Apr-1992",259.69702000000007,537.8497,356,26.34
"22-Apr-1992",234.85501499999998,486.9,318.7,26.24
"23-Apr-1992",235.59732,346,262,26.04
"24-Apr-1992",228.79668900000001,290.5,186,25.69
"25-Apr-1992",226.21761999999995,329.8,178,25.61
"26-Apr-1992",205.148644,326.9,139.0096,25.47
"27-Apr-1992",222.41789999999997,349.5,142,25.55
"28-Apr-1992",202.4512,281.2523,134.9285,25.45
"29-Apr-1992",200.37681999999998,271.6,183.3155,25.67
"30-Apr-1992",229.01932999999997,265.4,325.4381,26.18
"01-May-1992",228.17079,260.6,331.3,26.27
"02-May-1992",209.83019000000002,220.3,300.3474,26.1
"03-May-1992",165.150559,113.6,322.2438,26.17
"04-May-1992",236.30948999999998,137.2,332,26.26
"05-May-1992",231.19626,153.9932,244.9441,25.91
"06-May-1992",192.19681,126.8,218.1373,25.81
"07-May-1992",186.224009,204.7,155.9679,25.55
"08-May-1992",217.21908999999997,169,300.3474,26.1
"09-May-1992",202.86566,143.6,306.5219,26.12
"10-May-1992",207.075173,179.7,288.1951,26.06
"11-May-1992",345.8123,188.5,399.3,26.38
"12-May-1992",394.08034,193.598,364.7,26.36
"13-May-1992",317.5874993,123.7,333.3,26.25
"14-May-1992",311.63607,117,364.7,26.36
"15-May-1992",236.91657099999998,112.8,304,26.19
"16-May-1992",228.75763,143.4,385.7323,26.36
"17-May-1992",227.03519000000003,176.5,361.6508,26.29
"18-May-1992",194.46160899999998,123.8,110,25.25
"19-May-1992",193.158637,125.3919,149.3,25.55
"20-May-1992",189.73560799999998,121,216.7,25.84
"21-May-1992",179.75311499999998,106.8,246.7,25.95
"22-May-1992",178.238233,96.30013,256.7,26.05
"23-May-1992",188.9598,85.42,236.7,25.9
"24-May-1992",199.12207099999998,120.7,250.4998,25.93
"25-May-1992",175.544218,118.9,192,25.75
"26-May-1992",165.739647,147.1102,189.3,25.71
"27-May-1992",179.289768,179.3,213.3,25.82
"28-May-1992",160.33844,107.4394,257.3,26.09
"29-May-1992",161.73224899999997,209.7198,192.7,25.77
"30-May-1992",178.44772,206.9848,216,25.83
"31-May-1992",166.21458600000003,112.6,147.3616,25.51
"01-Jun-1992",182.71664,108.3,226.7,25.81
"02-Jun-1992",197.9065,102.7857,173.9,25.61
"03-Jun-1992",162.40229599999998,115.7,157.5,25.55
"04-Jun-1992",156.84373,108.9,111.8,25.33
"05-Jun-1992",159.32587,91.18,127.7,25.41
"06-Jun-1992",148.06300000000002,100.4,112.1,25.34
"07-Jun-1992",142.3536209,51.79,101.411,25.26
"08-Jun-1992",176.2326309,31.32,195.2,25.7
"09-Jun-1992",169.28624399999998,39.89314,162.1,25.57
"10-Jun-1992",162.28012999999999,36.53,129.3,25.42
"11-Jun-1992",150.818306,57.78,79.47,25.14
"12-Jun-1992",152.80026900000001,163.9,48.87669,24.93
"13-Jun-1992",168.24611,258.4,57.65,24.98
"14-Jun-1992",201.01176199999998,569.9,99.52882,25.25
"15-Jun-1992",188.87856,598.1,174.6,25.62
"16-Jun-1992",239.31018999999998,514.2462,124.1,25.4
"17-Jun-1992",256.22717,612.1,119.1,25.37
"18-Jun-1992",262.96859,635.7,108,25.31
"19-Jun-1992",285.98001,620.9,140.6,25.48
"20-Jun-1992",306.9074,453.5,114.8,25.35
"21-Jun-1992",273.33099000000004,300.3,159.2038,25.53
"22-Jun-1992",324.77251,495.2,152,25.52
"23-Jun-1992",325.27601999999996,728.6036,94.64,25.24
"24-Jun-1992",281.52197,547.5,80.61,25.15
"25-Jun-1992",264.2065,580.7,111.2,25.33
"26-Jun-1992",275.72426,568.2,68.89,25.06
"27-Jun-1992",293.4731,441.3,49.81,24.91
"28-Jun-1992",276.568539,250.4998,35.70489,24.82
"29-Jun-1992",351.37315,410.6235,37.21,24.8
"30-Jun-1992",383.66938000000005,385.7323,49.95,24.91
"01-Jul-1992",369.59835000000004,452.6,99.13,25.25
"02-Jul-1992",427.93601,483.2,141.2,25.48
"03-Jul-1992",431.28758000000005,467.1,135.4,25.46
"04-Jul-1992",373.55301,280.3,134.5,25.45
"05-Jul-1992",395.49061,203.1,194.5049,25.67
"06-Jul-1992",407.07149,287.6,190.1,25.67
"07-Jul-1992",457.19921,621.0506,223.4,25.8
"08-Jul-1992",441.61689999999993,402.4,157.7,25.55
"09-Jul-1992",493.47117,667.1,178.5,25.63
"10-Jul-1992",558.65439,1045.625,163.8,25.57
"11-Jul-1992",544.23,955.3,161,25.56
"12-Jul-1992",451.29688999999996,718.2,184.0447,25.63
"13-Jul-1992",455.4302100000001,586.6,168.2,25.59
"14-Jul-1992",467.35111,753.1686,169.3,25.6
"15-Jul-1992",525.4119999999999,689.4,151.3,25.52
"16-Jul-1992",536.34462,875.5,230.1,25.82
"17-Jul-1992",618.67986,1050,339.4,26.15
"18-Jul-1992",603.9666,1076,378.6,26.25
"19-Jul-1992",560.23929,1057,407.0156,26.32
"20-Jul-1992",539.31521,1031,448,26.41
"21-Jul-1992",557.59685,993.417,398.2,26.3
"22-Jul-1992",612.1246,920.1,455.9,26.42
"23-Jul-1992",769.6201899999999,914.9653,461.7,26.44
"24-Jul-1992",2224.33341,8566.258,462.2,26.44
"25-Jul-1992",1413.4891100000004,6425.198,471.4,26.46
"26-Jul-1992",1003.1115799999999,4120.21,510.3694,26.57
"27-Jul-1992",968.2547600000001,4096.242,440.5,26.39
"28-Jul-1992",957.8383299999999,4192.549,563.2,26.66
"29-Jul-1992",1032.4319699999999,4551.441,583.7,26.7
"30-Jul-1992",1090.64434,4704.438,561.1,26.65
"31-Jul-1992",1361.9820000000002,7269.021,617.8,26.76
"01-Aug-1992",1533.6011000000003,9542.297,604.1,26.74
"02-Aug-1992",1778.7890900000004,11638.77,493.0165,26.53
"03-Aug-1992",1872.3845600000002,12692.86,534.4,26.59
"04-Aug-1992",1754.8560099999997,11638.77,590.5,26.71
"05-Aug-1992",1951.83576,11762.74,647.2,26.82
"06-Aug-1992",1889.7255900000005,11908.25,689.4,26.91
"07-Aug-1992",1709.4409099999998,9339.026,614.1,26.75
