Dates,Last 10 Year Average (Flow in cumecs),Last Year (Flow in cumecs),Current Year (Flow in cumecs),Level (m)
"31-May-2002",140.09914400000002,84.28362,37.68176,24.67
"01-Jun-2002",159.7175107,131.28993,29.132177,24.7
"02-Jun-2002",137.063808,226.8215,31.52646,24.67
"03-Jun-2002",127.882682,231.5264,20.24181,24.59
"04-Jun-2002",108.4788485,104.72937,26.744505,24.65
"05-Jun-2002",142.55339299999997,96.57843,60.5242,25
"06-Jun-2002",126.686213,114.6673,83.2913,25.15
"07-Jun-2002",120.7293027,63.839962,65.281685,25.03
"08-Jun-2002",101.55955300000001,55.91299,76.5648,25.14
"09-Jun-2002",108.718639,54.76044,80.31431,25.17
"10-Jun-2002",124.941462,94.17318,73.94125,25.18
"11-Jun-2002",142.099428,101.97488,198.2602,25.85
"12-Jun-2002",135.932602,69.95973,96.45823,25.29
"13-Jun-2002",128.352852,54.20463,64.09402,24.97
"14-Jun-2002",120.7075234,72.794174,84.17706,25.2
"15-Jun-2002",118.3260128,62.865253,72.668175,25.02
"16-Jun-2002",141.11270199999998,101.4,106.7467,25.36
"17-Jun-2002",118.0500045,90.63736,61.784405,24.94
"18-Jun-2002",122.833698,117.1,41.68837,24.79
"19-Jun-2002",128.758671,121.59225,57.39038,24.97
"20-Jun-2002",106.55053799999999,139.035,47.68623,24.87
"21-Jun-2002",111.71706119999999,138.56978,30.508312,24.68
"22-Jun-2002",112.9573597,77.55309,25.867977,24.59
"23-Jun-2002",141.859037,153.31784,42.39563,24.81
"24-Jun-2002",160.87530629999998,193.529,30.103163,24.7
"25-Jun-2002",156.0412624,162.93733,34.732594,24.72
"26-Jun-2002",176.663858,123.71678,48.145,24.88
"27-Jun-2002",184.569669,148.2951,99.33093,25.31
"28-Jun-2002",200.33925699999998,135.83356,107.50925,25.34
"29-Jun-2002",197.20889999999997,131.48172,159.532,25.67
"30-Jun-2002",246.536465,237.499,138.0637,25.55
"01-Jul-2002",256.077844,219.0575,135.21324,25.43
"02-Jul-2002",252.768184,173.4051,179.44984,25.59
"03-Jul-2002",270.255602,153.40738,208.4,26.01
"04-Jul-2002",249.444905,124.01337,202.42334,25.67
"05-Jul-2002",266.02874599999996,140.82384,233.45035,25.83
"06-Jul-2002",273.609925,85.28234,215.9546,25.82
"07-Jul-2002",326.84147899999994,144.80989,246.2413,26.05
"08-Jul-2002",283.81063800000004,169.9789,214.3134,25.92
"09-Jul-2002",253.98996,153.88014,257.14166,25.9
"10-Jul-2002",247.82813399999998,229.418,251.88216,25.95
"11-Jul-2002",307.280329,228.368,260.79495,26.01
"12-Jul-2002",253.650796,256.667,225.06746,25.92
"13-Jul-2002",259.81811,270.445,226.2646,25.97
"14-Jul-2002",307.420615,306.91934,193.8169,25.83
"15-Jul-2002",274.38256199999995,246.633,205.0443,25.88
"16-Jul-2002",350.69431299999997,251.75337,215.49496,25.9
"17-Jul-2002",373.12844900000005,210.27266,229.86963,25.91
"18-Jul-2002",396.66908800000004,226.01328,161.5378,25.62
"19-Jul-2002",364.16471199999995,228.53569,174.58817,25.65
"20-Jul-2002",327.42083999999994,248.841,135.92723,25.51
"21-Jul-2002",401.23773900000003,266.32544,182.984,25.78
"22-Jul-2002",1150.240937,326.2784,220.89407,25.93
"23-Jul-2002",1901.848035,313.0491,214.15225,25.87
"24-Jul-2002",1584.599505,271.6144,236.1201,26.01
"25-Jul-2002",1530.070705,236.20425,252.4187,26.09
"26-Jul-2002",1489.6654480000002,259.5479,242.63348,26.04
"27-Jul-2002",1599.0616000000002,265.6944,241.1474,26.03
"28-Jul-2002",1785.868888,266.35812,254.0076,26.08
"29-Jul-2002",1643.3815129999998,313.2925,258.19897,26.12
"30-Jul-2002",1742.546965,324.9181,221.59995,25.99
"31-Jul-2002",1191.5423779999999,327.19073,245.21805,26.11
"01-Aug-2002",1154.6511040000003,347.6078,221.06094,25.98
"02-Aug-2002",1190.858454,244.09544,239.1902,26.06
"03-Aug-2002",1083.1902,238.43532,221.35765,25.99
"04-Aug-2002",977.294995,262.61905,281.001,26.18
"05-Aug-2002",945.809519,283.4806,247.80675,26.12
"06-Aug-2002",846.4895490000001,162.81367,256.21692,26.15
"07-Aug-2002",920.239346,151.06131,240.69447,26.12
"08-Aug-2002",790.04241,235.9035,230.7185,26.06
"09-Aug-2002",644.780327,241.75516,230.24481,26.02
"10-Aug-2002",818.9974359999999,370.3732,238.6254,26.02
"11-Aug-2002",875.627036,231.5264,372.5564,26.48
"12-Aug-2002",806.9847159999999,197.3261,238.06226,26.11
"13-Aug-2002",1106.521131,164.66666,254.23395,26.16
"14-Aug-2002",1175.684126,150.37753,175.58865,25.76
"15-Aug-2002",1542.9247699999999,237.926,256.6302,26.09
"16-Aug-2002",1372.7852659999999,238.02615,316.61288,26.46
"17-Aug-2002",912.6858920000001,246.63292,726.6495,27.21
"18-Aug-2002",716.0791250000001,249.73575,580.3705,27.02
"19-Aug-2002",778.9680040000001,269.2797,135.0081,25.63
"20-Aug-2002",771.771094,311.45514,272.8512,26.17
"21-Aug-2002",686.094317,238.75153,574.69946,26.98
"22-Aug-2002",665.882919,255.5396,414.02615,26.61
"23-Aug-2002",764.890416,268.66116,607.0996,27.08
"24-Aug-2002",871.21368,261.3397,340.2323,26.38
"25-Aug-2002",749.1865150000001,261.57025,283.795,26.19
"26-Aug-2002",1127.8032030000002,367.2764,276.62183,26.14
"27-Aug-2002",1315.007807,275.56097,278.2974,26.27
"28-Aug-2002",1912.5296329999999,248.70312,193.01361,25.85
"29-Aug-2002",1836.384601,389.60074,182.87347,25.74
"30-Aug-2002",2066.718275,398.70404,175.67645,25.71
"31-Aug-2002",2332.158253,374.1019,304.4379,26.21
"01-Sep-2002",2606.8723360000004,340.11346,356.1641,26.43
"02-Sep-2002",2022.8567509999998,390.4186,223.18045,26.03
"03-Sep-2002",1804.0664310000002,376.25885,272.29736,26.26
"04-Sep-2002",1631.2975130000002,348.269,337.43826,26.5
"05-Sep-2002",1520.719587,350.506,353.15787,26.39
"06-Sep-2002",1699.623587,339.602,300.23187,26.3
"07-Sep-2002",1993.471105,262.596,330.52527,26.36
"08-Sep-2002",1925.6906999999999,265.81442,278.2243,26.17
"09-Sep-2002",1894.430174,387.4764,339.76047,26.39
"10-Sep-2002",1438.2629049999998,370.31265,435.4646,26.66
"11-Sep-2002",1313.448331,358.89844,329.44885,26.28
"12-Sep-2002",1449.811123,364.65506,438.54117,26.6
"13-Sep-2002",1285.6794200000002,442.6274,416.4892,26.72
"14-Sep-2002",965.15586,384.5484,473.1129,26.76
"15-Sep-2002",995.551942,390.4186,382.6154,26.51
"16-Sep-2002",771.4544870000001,321.0435,301.60733,26.44
"17-Sep-2002",1059.3439,331.5672,356.1641,26.43
"18-Sep-2002",1055.961336,193.529,355.79172,26.61
"19-Sep-2002",853.824359,217.0223,256.74344,26.32
"20-Sep-2002",770.1815250000001,305.6612,385.96747,26.64
"21-Sep-2002",1189.5825810000001,274.98917,266.62656,26.37
"22-Sep-2002",919.189237,366.96387,283.1437,26.45
"23-Sep-2002",1360.06746,278.6952,283.65463,26.43
"24-Sep-2002",1302.2902559999998,263.31628,291.99008,26.31
"25-Sep-2002",998.2007980000001,273.18283,259.97305,26.34
"26-Sep-2002",859.114202,367.2764,284.06,26.42
"27-Sep-2002",1205.941231,326.16632,405.06842,26.7
"28-Sep-2002",1168.510492,617.2205,272.5941,26.31
"29-Sep-2002",1313.141681,601.39075,314.1855,26.56
"30-Sep-2002",1744.1131460000001,1691.2185,292.03342,26.51
"01-Oct-2002",1473.6580259999998,2413.8438,261.55246,26.32
"02-Oct-2002",1471.52774,844.989,350.6488,26.68
"03-Oct-2002",2353.770457,280.85703,250.45708,26.27
"04-Oct-2002",2444.41724,232.04167,325.91833,26.53
"05-Oct-2002",1495.2737039999997,150.57077,280.55923,26.48
"06-Oct-2002",2017.164467,173.79137,341.2726,26.65
"07-Oct-2002",2142.4415520000002,237.926,280.21002,26.47
"08-Oct-2002",2529.4924,488.801,287.6424,26.48
"09-Oct-2002",2256.4974950000005,495.636,305.91895,26.55
"10-Oct-2002",1781.7013319999999,254.10423,271.62042,26.28
"11-Oct-2002",1620.1832580000003,188.35146,277.1144,26.42
"12-Oct-2002",2166.505076,162.25066,181.968,26.02
"13-Oct-2002",2467.393521,169.29463,285.8741,26.46
"14-Oct-2002",2142.131107,143.6079,272.0705,26.43
"15-Oct-2002",2530.41344,145.1738,329.043,26.61
"16-Oct-2002",3178.0952820000007,140.5088,134.70152,25.86
"17-Oct-2002",3274.6910934999996,142.0531,89.804115,25.4
"18-Oct-2002",3004.4068088000004,163.1199,48.818928,25.09
"19-Oct-2002",2234.567611,544.64215,39.87526,24.92
"20-Oct-2002",1867.057861,244.61101,32.6566,24.81
"21-Oct-2002",2252.1194649999998,207.0249,220.36375,26.11
"22-Oct-2002",1567.6349089999999,198.395,172.56389,25.78
"23-Oct-2002",1297.7167009999998,178.82492,228.92523,26.27
"24-Oct-2002",899.547061,199.00394,275.1306,26.17
"25-Oct-2002",1185.086244,238.85583,227.64297,26.29
"26-Oct-2002",1236.922994,283.4806,241.27814,26.36
"27-Oct-2002",1012.2286260000001,285.65622,272.4024,26.41
"28-Oct-2002",771.423455,350.5064,239.13548,26.28
"29-Oct-2002",732.96473,468.655,244.7491,26.33
"30-Oct-2002",826.3751095,354.37527,55.327175,25.3
"31-Oct-2002",964.049855,256.40036,56.83973,25.16
"01-Nov-2002",880.340969,203.90642,280.35767,26.21
"02-Nov-2002",907.554468,485.406,216.38548,26.22
"03-Nov-2002",868.623145,604.6371,244.3213,26.3
"04-Nov-2002",680.6663619999999,436.2677,220.589,26.2
"05-Nov-2002",615.9000209999999,425.41254,276.55167,26.5
"06-Nov-2002",543.992128,430.84985,215.98083,26.11
"07-Nov-2002",489.953802,562.4037,226.86142,26.17
"08-Nov-2002",510.7687200000001,495.29932,251.7709,26.33
"09-Nov-2002",452.809071,522.01196,213.7926,26.17
"10-Nov-2002",434.78167,120,198.4998,26.1
"11-Nov-2002",408.427638,86.05625,176.84543,26.01
"12-Nov-2002",491.698379,259.77884,241.95145,26.19
"13-Nov-2002",421.10900100000003,156.58813,155.33218,25.85
"14-Nov-2002",392.67207299999995,253.2944,157.11403,25.89
"15-Nov-2002",429.52983699999993,285.18835,165.62949,25.99
"16-Nov-2002",463.758026,244.90059,196.52083,26.09
"17-Nov-2002",438.06377,287.5042,181.968,26.02
"18-Nov-2002",467.365738,414.4682,212.71748,26.09
"19-Nov-2002",449.44485399999996,376.42694,158.9915,25.9
"20-Nov-2002",402.386464,377.70908,139.23006,25.83
"21-Nov-2002",378.118724,320.9907,148.86617,25.84
"22-Nov-2002",394.355346,316.03534,176.84242,26.04
"23-Nov-2002",363.18711499999995,244.30568,144.80154,25.8
"24-Nov-2002",411.749906,234.78079,126.8388,25.71
"25-Nov-2002",420.82346600000005,259.0307,162.96413,25.91
"26-Nov-2002",363.19027300000005,234.31203,198.5572,26.06
"27-Nov-2002",356.184247,235.30656,166.36893,25.94
"28-Nov-2002",391.469111,156.39139,147.84804,25.86
"29-Nov-2002",340.119089,166.78,141.54945,25.85
"30-Nov-2002",350.683625,186.075,167.24771,25.92
"01-Dec-2002",340.370657,255.93417,99.48677,25.52
"02-Dec-2002",317.8258516,161.4332,71.689896,25.29
"03-Dec-2002",338.07653500000004,261.14777,88.47888,25.39
"04-Dec-2002",339.487867,158.8723,72.90762,25.31
"05-Dec-2002",335.7073664,166.18045,91.593414,25.41
"06-Dec-2002",311.222933,159.76512,95.57874,25.49
"07-Dec-2002",309.80940749999996,158.69647,103.222015,25.48
"08-Dec-2002",272.80810759999997,168.85306,88.08348,25.43
"09-Dec-2002",260.501599,111.8322,104.56165,25.52
"10-Dec-2002",290.724041,124.71353,90.91888,25.45
"11-Dec-2002",299.199167,126.82713,93.89924,25.44
"12-Dec-2002",310.73605849999996,126.351395,69.27724,25.32
"13-Dec-2002",298.0803197,126.4382,58.604267,25.2
"14-Dec-2002",312.6666518,153.27744,58.312458,25.15
"15-Dec-2002",303.242706,152.36931,59.31903,25.16
"16-Dec-2002",322.1835127,193.529,55.765137,25.2
"17-Dec-2002",354.828954,166.527,45.40894,25.06
"18-Dec-2002",358.44379250000003,153.0314,47.102325,25.1
"19-Dec-2002",357.2550934,159.78966,44.231274,25.08
"20-Dec-2002",343.55227,255.3042,89.33556,25.39
"21-Dec-2002",311.5285543,242.2546,46.400963,25.14
"22-Dec-2002",307.79749400000003,273.9615,56.59208,25.13
"23-Dec-2002",320.6966074,229.4177,31.363424,24.96
"24-Dec-2002",312.59655399999997,152.2526,45.77014,25
"25-Dec-2002",330.662795,156.4401,45.00235,24.99
"26-Dec-2002",291.65573000000006,129.9971,33.89565,24.83
"27-Dec-2002",271.926396,166.73222,41.2966,24.94
"28-Dec-2002",293.758936,231.31839,42.75257,24.96
"29-Dec-2002",299.30209299999996,171.0899,39.17743,24.91
"30-Dec-2002",330.1736008,199.2422,32.861908,24.97
"31-Dec-2002",368.7570527,225.51929,30.039337,24.91
"01-Jan-2003",372.6329127,225.74274,29.862537,24.91
"02-Jan-2003",365.555153,149.27478,36.65194,24.97
"03-Jan-2003",312.5374645,144.10149,32.999325,24.96
"04-Jan-2003",313.471801,151.93326,28.26693,24.9
"05-Jan-2003",345.064106,169.9789,37.80718,24.89
"06-Jan-2003",335.9740120000001,187.9211,33.427,24.83
"07-Jan-2003",324.1699561,154.2855,23.067661,24.86
"08-Jan-2003",320.4835064,227.54984,25.187384,24.88
"09-Jan-2003",308.96535090000003,150.88509,31.425379,24.8
"10-Jan-2003",315.4673457,152.20412,37.006077,24.85
"11-Jan-2003",312.590487,135.21376,39.79403,24.87
"12-Jan-2003",302.337597,145.1738,37.13477,24.88
"13-Jan-2003",306.4631149,129.9971,30.527689,24.82
"14-Jan-2003",299.65570799999995,134.4383,34.52718,24.84
"15-Jan-2003",296.4208231,134.4383,30.065851,24.81
"16-Jan-2003",254.33764700000003,129.72353,31.72009,24.83
"17-Jan-2003",244.07702030000002,135.6193,29.732443,24.82
"18-Jan-2003",261.124014,156.92516,34.37588,24.94
"19-Jan-2003",290.99265299999996,137.0237,31.44933,24.79
"20-Jan-2003",305.99449599999997,221.1052,36.93916,24.86
"21-Jan-2003",330.978927,139.09535,44.46182,25.02
"22-Jan-2003",263.0316234,142.43483,41.099354,25
"23-Jan-2003",276.1973806,200.71767,32.227966,24.9
"24-Jan-2003",306.42868500000003,171.71915,48.93195,25.04
"25-Jan-2003",295.3996123,170.87984,35.273113,24.96
"26-Jan-2003",325.61482900000004,197.3261,38.48809,24.9
"27-Jan-2003",311.0382132,205.0614,34.296062,24.96
"28-Jan-2003",313.8694443,217.5322,37.978443,24.96
"29-Jan-2003",310.1920374,122.424736,35.434498,24.98
"30-Jan-2003",342.0273297,260.1492,37.619877,24.85
"31-Jan-2003",309.59446320000006,150.64703,49.921432,25.03
"01-Feb-2003",341.61569199999997,147.79544,32.78216,24.91
"02-Feb-2003",343.45063200000004,148.72974,39.17743,24.91
"03-Feb-2003",351.5948158,129.9971,39.523838,24.9
"04-Feb-2003",328.4165586,144.99504,24.368046,24.75
"05-Feb-2003",335.8648985,122.7981,41.881905,24.95
"06-Feb-2003",344.079696,126.86878,68.04364,25.25
"07-Feb-2003",351.847935,150.95764,49.74536,25.05
"08-Feb-2003",348.495777,140.1,42.75257,24.96
"09-Feb-2003",325.78739600000006,129.9971,46.54694,25.01
"10-Feb-2003",344.11787929999997,159.7576,30.040493,24.76
"11-Feb-2003",341.63783,143.56927,40.53943,24.85
"12-Feb-2003",326.056882,164.46426,49.74536,25.05
"13-Feb-2003",315.075116,167.64967,28.53784,24.8
"14-Feb-2003",314.47567879999997,153.17448,24.603828,24.69
"15-Feb-2003",329.5238164,145.72336,23.731524,24.61
"16-Feb-2003",311.3413,123.44939,27.46641,24.72
"17-Feb-2003",292.2405255,132.9473,37.646225,24.79
"18-Feb-2003",306.4695373,126.862495,30.936178,24.72
"19-Feb-2003",321.92832139999996,132.89417,43.510414,24.89
"20-Feb-2003",329.92834159999995,142.48956,25.962776,24.65
"21-Feb-2003",328.72827060000003,143.53915,18.405556,24.54
"22-Feb-2003",343.91639150000003,141.75978,20.305555,24.57
"23-Feb-2003",351.877766,117.2367,19.26719,24.55
"24-Feb-2003",314.3271737,143.6079,14.262907,24.51
"25-Feb-2003",334.0555086,171.64484,14.582046,24.5
"26-Feb-2003",358.8544866,141.52579,16.294416,24.52
"27-Feb-2003",394.02232280000004,267.07507,14.041418,24.52
"28-Feb-2003",386.0002193,279.50275,26.235163,24.66
"01-Mar-2003",370.777332,250.2452,23.40802,24.65
"02-Mar-2003",347.65016,170.89224,24.84479,24.67
"03-Mar-2003",356.12269719999995,146.7506,48.200172,24.98
"04-Mar-2003",378.2566664,213.426,33.221264,24.8
"05-Mar-2003",378.10292979999997,255.82228,23.213978,24.64
"06-Mar-2003",357.4949948,191.648,55.686848,24.94
"07-Mar-2003",377.5421715,269.2797,40.323635,24.87
"08-Mar-2003",365.63115400000004,225.237,22.87626,24.63
"09-Mar-2003",357.57636,149.9366,21.93362,24.61
"10-Mar-2003",378.68188870000006,149.9366,14.101957,24.51
"11-Mar-2003",365.36666740000004,156.4401,9.813874,24.39
"12-Mar-2003",385.30867820000003,244.4375,7.335022,24.3
"13-Mar-2003",406.1600350499999,339.6017,6.1594105,24.25
"14-Mar-2003",382.2789222,347.7596,8.215652,24.21
"15-Mar-2003",405.39238934,308.1917,5.5625334,24.2
"16-Mar-2003",380.2060875,303.144,8.696255,24.23
"17-Mar-2003",357.632546,293.2071,24.5137,24.62
"18-Mar-2003",371.90616479999994,213.53812,26.058128,24.6
"19-Mar-2003",392.3052861,164.8178,27.492601,24.6
"20-Mar-2003",392.4681746,265.0029,26.062546,24.6
"21-Mar-2003",406.7167254,277.61508,24.698624,24.58
"22-Mar-2003",397.0909618,241.1628,25.496178,24.59
"23-Mar-2003",401.88474199999996,233.16234,21.93362,24.61
"24-Mar-2003",367.51747350000005,169.9789,19.720675,24.54
"25-Mar-2003",347.79019900000003,195.4217,25.66579,24.57
"26-Mar-2003",331.89451560000003,217.69566,24.407396,24.55
"27-Mar-2003",328.53013450000003,257.16684,18.038805,24.46
"28-Mar-2003",341.99228200000005,262.8079,33.78287,24.6
"29-Mar-2003",387.535712,492.2105,28.1145,24.59
"30-Mar-2003",390.562058,327.49783,20.57051,24.58
"31-Mar-2003",395.64735859999996,452.277,32.856766,24.63
"01-Apr-2003",378.6363258,279.01376,21.844198,24.53
"02-Apr-2003",415.385281,281.8679,16.83359,24.49
"03-Apr-2003",364.33652989999996,290.87732,16.511229,24.44
"04-Apr-2003",357.9222036,308.1917,14.934336,24.39
"05-Apr-2003",369.330156,320.0031,11.78186,24.32
"06-Apr-2003",330.0717362,303.94052,9.715242,24.27
"07-Apr-2003",319.356545,320.0031,8.77461,24.23
"08-Apr-2003",332.45401769999995,279.7574,7.243217,24.19
"09-Apr-2003",359.06977129999996,264.91922,6.777293,24.17
"10-Apr-2003",322.58823863,282.13782,6.4583163,24.15
"11-Apr-2003",326.37978289999995,299.27625,6.677819,24.14
"12-Apr-2003",305.058211,270.41592,38.48809,24.9
"13-Apr-2003",301.17935300000005,248.8409,59.31903,25.16
"14-Apr-2003",262.812146,253.2944,53.95286,25.1
"15-Apr-2003",246.60500100000002,248.63704,47.3328,25.02
"16-Apr-2003",230.60281560000004,282.54965,87.57238,25.07
"17-Apr-2003",221.06902300000004,291.93628,56.59208,25.13
"18-Apr-2003",214.54262500000002,279.8336,43.4937,24.97
"19-Apr-2003",234.03321899999997,235.64316,99.11843,25.14
"20-Apr-2003",190.01336899999998,223.13159,47.3328,25.02
"21-Apr-2003",221.7882486,145.1738,83.48235,25.05
"22-Apr-2003",240.352481,148.10237,72.59744,24.99
"23-Apr-2003",208.563496,142.02141,86.81325,25.09
"24-Apr-2003",194.68254200000004,134.36456,82.67926,25.08
"25-Apr-2003",195.3737418,171.7215,56.830208,24.9
"26-Apr-2003",190.5330097,160.37079,47.178062,24.8
"27-Apr-2003",182.52829999999997,142.633,35.81458,24.86
"28-Apr-2003",182.7311182,122.8044,124.817406,25.18
"29-Apr-2003",171.18606499999999,130.35727,156.99908,25.44
"30-Apr-2003",170.903163,123.07906,122.98563,25.31
"01-May-2003",165.16534199999998,139.36087,109.36224,25.24
"02-May-2003",156.712952,137.87003,93.52721,25.08
"03-May-2003",124.09396899999999,97.0127,84.96732,25.01
"04-May-2003",143.12007799999998,105.51096,55.70265,25.12
"05-May-2003",151.3363074,84.93447,98.65503,25.12
"06-May-2003",173.691461,74.24948,81.10031,24.98
"07-May-2003",175.4400814,68.272804,131.86565,25.36
"08-May-2003",133.9314377,72.19299,63.383614,24.98
"09-May-2003",125.447547,64.41796,63.84577,24.92
"10-May-2003",129.740322,61.01094,61.19552,24.91
"11-May-2003",95.355984,69.21133,33.89565,24.83
"12-May-2003",93.0005224,87.18742,49.285534,24.85
"13-May-2003",95.0392133,119.61938,22.620653,24.61
"14-May-2003",96.83167440000001,120.806496,18.216274,24.47
"15-May-2003",111.641361,64.94803,21.01818,24.59
"16-May-2003",123.543639,55.13538,20.57051,24.58
"17-May-2003",164.066287,50.53575,29.15152,24.64
"18-May-2003",99.940144,44.42073,28.01264,24.73
"19-May-2003",116.2532073,54.62974,29.265163,24.75
"20-May-2003",95.5641437,34.994415,22.806852,24.6
"21-May-2003",113.43948900000001,37.972,74.61208,25.02
"22-May-2003",120.10462569999999,36.69115,47.328007,24.81
"23-May-2003",108.6201402,39.37012,23.458082,24.61
"24-May-2003",123.2540716,40.05873,24.036886,24.57
"25-May-2003",115.264891,42.17027,28.01264,24.73
"26-May-2003",91.40217099999998,67.26769,31.01574,24.71
"27-May-2003",78.3389765,56.33348,30.097345,24.67
"28-May-2003",91.9367651,41.459,20.580027,24.56
"29-May-2003",94.2121332,34.16793,15.483522,24.45
"30-May-2003",94.53345999999999,42.88956,19.12578,24.52
"31-May-2003",133.4662319,37.68176,22.550879,24.58
"01-Jun-2003",149.71038570000002,29.132177,13.54365,24.55
"02-Jun-2003",130.859465,31.52646,19.89657,24.54
"03-Jun-2003",121.284626,20.24181,10.04944,24.44
"04-Jun-2003",102.73563,26.744505,20.607815,24.56
"05-Jun-2003",138.11889,60.5242,23.37497,24.6
"06-Jun-2003",123.23304359999999,83.2913,18.771036,24.55
"07-Jun-2003",116.7919574,65.281685,22.306547,24.6
"08-Jun-2003",95.98133200000001,76.5648,13.89779,24.56
"09-Jun-2003",104.6250135,80.31431,25.193745,24.7
"10-Jun-2003",119.5951981,73.94125,16.117361,24.58
"11-Jun-2003",136.4349607,198.2602,12.235327,24.48
"12-Jun-2003",131.458144,96.45823,33.71542,24.69
"13-Jun-2003",125.18009330000001,64.09402,47.141083,24.91
"14-Jun-2003",114.78137889999999,84.17706,23.428555,24.71
"15-Jun-2003",113.0128968,72.668175,14.99884,24.59
"16-Jun-2003",136.67350140000002,106.7467,16.537994,24.55
"17-Jun-2003",110.5179095,61.784405,11.67905,24.5
"18-Jun-2003",115.58317489999999,41.68837,10.544769,24.43
"19-Jun-2003",121.152317,57.39038,9.37646,24.38
"20-Jun-2003",100.6959878,47.68623,8.890848,24.35
"21-Jun-2003",104.69498677,30.508312,7.6692557,24.33
"22-Jun-2003",105.1972475,25.867977,6.468878,24.3
"23-Jun-2003",127.82904495000001,42.39563,6.1000795,24.27
"24-Jun-2003",131.1300901,30.103163,5.947838,24.26
"25-Jun-2003",118.6133133,34.732594,11.720509,24.39
"26-Jun-2003",134.87818629999998,48.145,20.443283,24.6
"27-Jun-2003",157.7187927,99.33093,22.074137,24.65
"28-Jun-2003",183.66040219999996,107.50925,23.211452,24.68
"29-Jun-2003",180.97154999999998,159.532,25.5265,24.82
"30-Jun-2003",217.9196832,138.0637,35.932182,24.85
"01-Jul-2003",214.52331900000001,135.21324,18.62105,24.67
"02-Jul-2003",208.88465349999996,179.44984,13.964695,24.55
"03-Jul-2003",220.02649910000002,208.4,9.108971,24.47
"04-Jul-2003",206.06160760000003,202.42334,7.961926,24.4
"05-Jul-2003",226.48984603999997,233.45035,6.7110004,24.35
"06-Jul-2003",215.01990549999996,215.9546,7.699805,24.35
"07-Jul-2003",262.54422289999997,246.2413,9.127439,24.4
"08-Jul-2003",225.27864300000002,214.3134,18.88005,24.59
"09-Jul-2003",214.5107091,257.14166,15.007491,24.57
"10-Jul-2003",211.79441960000003,251.88216,17.262856,24.63
"11-Jul-2003",263.5575983,260.79495,16.146393,24.57
"12-Jul-2003",232.9721422,225.06746,12.813462,24.52
"13-Jul-2003",244.72188900000003,226.2646,10.33779,24.45
"14-Jul-2003",260.1154821,193.8169,11.448671,24.48
"15-Jul-2003",218.2804282,205.0443,18.878662,24.62
"16-Jul-2003",285.8387227,215.49496,15.844097,24.59
"17-Jul-2003",309.52163550000006,229.86963,13.431865,24.56
"18-Jul-2003",342.9494294,161.5378,14.763214,24.58
"19-Jul-2003",319.86999130000004,174.58817,15.452793,24.57
"20-Jul-2003",268.818335,135.92723,26.07495,24.83
"21-Jul-2003",324.512037,182.984,17.44298,24.68
"22-Jul-2003",1081.1540778,220.89407,21.031408,24.68
"23-Jul-2003",1849.6365953,214.15225,51.785603,24.99
"24-Jul-2003",1535.8490129,236.1201,27.995079,24.82
"25-Jul-2003",1493.3971460000002,252.4187,23.18371,24.73
"26-Jul-2003",1453.3785085,242.63348,20.930605,24.67
"27-Jul-2003",1558.9978580000002,241.1474,18.66258,24.68
"28-Jul-2003",1730.4303648,254.0076,17.914768,24.64
"29-Jul-2003",1594.774708,258.19897,15.13195,24.62
"30-Jul-2003",1679.735467,221.59995,14.78502,24.6
"31-Jul-2003",1128.8707983,245.21805,16.284203,24.61
"01-Aug-2003",1094.9825633,221.06094,17.722593,24.64
"02-Aug-2003",1138.1391535,239.1902,35.606995,24.93
"03-Aug-2003",1025.636179,221.35765,30.75979,24.91
"04-Aug-2003",917.8163033000001,281.001,32.113083,24.87
"05-Aug-2003",888.3051476999999,247.80675,27.256287,24.8
"06-Aug-2003",795.6047464000001,256.21692,40.651974,24.9
"07-Aug-2003",867.9355482999999,240.69447,24.462023,24.83
"08-Aug-2003",749.5720547000001,230.7185,37.091347,24.89
"09-Aug-2003",599.6231562,230.24481,45.669292,24.93
"10-Aug-2003",773.1412429999999,238.6254,29.53807,24.89
"11-Aug-2003",803.1938967,372.5564,22.868607,24.77
"12-Aug-2003",731.3410077999999,238.06226,18.662918,24.68
"13-Aug-2003",1042.0505120999999,254.23395,18.193811,24.65
"14-Aug-2003",1086.0759026,175.58865,16.717766,24.63
"15-Aug-2003",1458.2006739999997,256.6302,14.99884,24.59
"16-Aug-2003",1321.4396176999999,316.61288,12.843517,24.58
"17-Aug-2003",847.4117279999999,726.6495,14.25836,24.57
"18-Aug-2003",639.5016528000001,580.3705,12.725278,24.53
"19-Aug-2003",697.80965565,135.0081,13.2165165,24.52
"20-Aug-2003",687.8448102,272.8512,12.037162,24.51
"21-Aug-2003",605.7970088000001,574.69946,11.826918,24.51
"22-Aug-2003",598.2050757000001,414.02615,13.514067,24.54
"23-Aug-2003",694.5704159999999,607.0996,244.9,26.29
"24-Aug-2003",783.0047599999999,340.2323,216.9778,26.24
"25-Aug-2003",647.2799460000001,283.795,118.25231,25.63
"26-Aug-2003",1030.0267282,276.62183,56.235252,25.23
"27-Aug-2003",1226.6832983,278.2974,58.554913,25.01
"28-Aug-2003",1817.1502081,193.01361,31.205751,24.88
"29-Aug-2003",1742.5019292000002,182.87347,26.092182,24.79
"30-Aug-2003",1971.6230913,175.67645,21.648163,24.73
"31-Aug-2003",2218.677836,304.4379,21.90883,24.73
"01-Sep-2003",2505.6157740000003,356.1641,38.43438,24.9
